0.401639194000154,0,-1.0,1.0,0.0229375,0.021875
1.1706882620001124,8,-1.0,1.0,0.0229375,0.021875
1.6668792460000077,12,-1.0,1.0,0.0229375,0.021875
2.106978302000016,16,-1.0,1.0,0.0229375,0.021875
2.6348118660000637,20,-1.0,1.0,0.0229375,0.021875
0.4421120939998673,0,-1.0,1.0,0.0229375,0.021875
1.7363003479999861,12,112.0,76.0,-2.569,1.6625
2.6687156619998404,20,112.0,76.0,-2.569,1.6625
3.1155439130000104,24,112.0,76.0,-2.569,1.6625
3.6907446549998895,28,112.0,76.0,-2.569,1.6625
4.135511738999867,32,112.0,76.0,-2.569,1.6625
4.716915524999877,36,190.0,100.0,-4.358124999999999,2.1875
5.710137755999995,44,222.0,108.0,-5.092125,2.3625
6.3458598800000345,48,150.0,99.0,-3.440625,2.165625
6.7455627330000425,52,238.0,98.0,-5.459125,2.14375
7.7907866409998405,60,116.0,84.0,-2.6607499999999997,1.8375
8.20414476399992,64,115.0,79.0,-2.6378125,1.728125
12.256504567999855,96,95.0,53.0,-2.1790624999999997,1.159375
12.741245230999994,100,95.0,53.0,-2.1790624999999997,1.159375
13.23073004999992,104,95.0,53.0,-2.1790624999999997,1.159375
13.75725988399995,108,95.0,53.0,-2.1790624999999997,1.159375
14.155786175999992,112,-230.0,-165.0,5.275625,-3.609375
14.721495981999851,116,-148.0,-216.0,3.3947499999999997,-4.725
16.780902618000027,132,246.0,141.0,-5.642625,3.084375
17.19730480599992,136,266.0,-116.0,-6.101375,-2.5375
18.806086642999844,148,38.0,-52.0,-0.8716250000000001,-1.1375
19.296065535000025,152,0.0,-55.0,-0.0,-1.203125
19.88972403599996,156,6.0,-37.0,-0.137625,-0.809375
21.755732679999937,172,-34.0,-40.0,0.779875,-0.875
22.345290135999903,176,-29.0,-26.0,0.6651874999999999,-0.56875
23.75715771499995,188,-25.0,-24.0,0.5734375,-0.525
24.3069440029999,192,-26.0,-24.0,0.596375,-0.525
24.850478247999945,196,-17.0,-20.0,0.3899375,-0.4375
0.3368796800000382,0,-1.0,1.0,0.0229375,0.021875
2.238757342999861,16,-6.0,98.0,0.137625,2.14375
4.2432964239999365,32,-194.0,114.0,4.4498750000000005,2.49375
5.214003591999926,40,-11.0,-4.0,0.2523125,-0.0875
6.204949690999911,48,-87.0,-26.0,1.9955625000000001,-0.56875
7.213195654999936,56,17.0,54.0,-0.3899375,1.18125
10.221913488999917,80,79.0,-159.0,-1.8120625000000001,-3.478125
16.239488859999938,128,-106.0,-45.0,2.431375,-0.984375
17.235443066000016,136,-36.0,-21.0,0.82575,-0.459375
18.17852615599986,144,-123.0,130.0,2.8213125,2.84375
19.281499193999935,152,45.0,23.0,-1.0321875,0.503125
20.26398420999999,160,43.0,24.0,-0.9863125,0.525
21.264525950000007,168,39.0,28.0,-0.8945624999999999,0.6125
0.3021685350001917,0,-1.0,1.0,0.0229375,0.021875
2.1110291170000437,16,-1.0,1.0,0.0229375,0.021875
3.139091679000103,24,-90.0,-236.0,2.064375,-5.1625
4.057008515000007,32,-90.0,-236.0,2.064375,-5.1625
5.057099633000007,40,-90.0,-236.0,2.064375,-5.1625
6.058976591000146,48,-90.0,-236.0,2.064375,-5.1625
7.057579947000022,56,-90.0,-236.0,2.064375,-5.1625
8.065632241000003,64,-63.0,-232.0,1.4450625000000001,-5.075
9.089669300000196,72,218.0,109.0,-5.000375,2.384375
10.100580745000116,80,132.0,109.0,-3.02775,2.384375
12.194251082000164,96,-26.0,-39.0,0.596375,-0.853125
13.197830464000162,104,-179.0,-2.0,4.1058125,-0.04375
14.29166021900005,112,-177.0,-23.0,4.0599375,-0.503125
16.299493012000084,128,-29.0,17.0,0.6651874999999999,0.371875
0.4016723199997614,0,-1.0,1.0,0.0229375,0.021875
1.1668205080000007,8,-1.0,1.0,0.0229375,0.021875
2.100258305999887,16,-1.0,1.0,0.0229375,0.021875
2.2100095979999423,16,-1.0,1.0,0.0229375,0.021875
3.1767319929999758,24,-1.0,1.0,0.0229375,0.021875
4.1994383440001,32,-1.0,1.0,0.0229375,0.021875
5.17577445500001,40,-1.0,1.0,0.0229375,0.021875
6.174247603999902,48,228.0,230.0,-5.22975,5.03125
7.067226538999876,56,-121.0,-213.0,2.7754375,-4.659375
7.22524298999997,56,-168.0,-197.0,3.8534999999999995,-4.309375
8.06514290799987,64,246.0,-189.0,-5.642625,-4.134375
9.075322146999952,72,-121.0,-217.0,2.7754375,-4.746875
10.091302513999835,80,223.0,-150.0,-5.1150625,-3.28125
11.174494893999963,88,-58.0,-189.0,1.3303749999999999,-4.134375
12.232320388000062,96,-119.0,-48.0,2.7295625,-1.05
